 Sample   Time     Commanded Pos   Encoder 1 Pos 
   146    6.464               0             -97;
   147    6.508               0             -97;
   148    6.552               0             -97;
   149    6.596               0             -97;
   150    6.641               0             -97;
   151    6.685               0             -97;
   152    6.729               0             -97;
   153    6.773               0             -97;
   154    6.818               0             -97;
   155    6.862               0             -97;
   156    6.906               0             -97;
   157    6.951               0             -97;
   158    6.995               0             -97;
   159    7.039               0             -97;
   160    7.083               0             -97;
   161    7.128               0             -97;
   162    7.172               0             -97;
   163    7.216               0             -97;
   164    7.260               0             -97;
   165    7.305               0             -97;
   166    7.349               0             -97;
   167    7.393               0             -97;
   168    7.438               0             -97;
   169    7.482               0             -97;
   170    7.526               0             -97;
   171    7.570               0             -97;
   172    7.615               0             -97;
   173    7.659               0             -97;
   174    7.703               0             -97;
   175    7.747               0             -97;
   176    7.792               0             -97;
   177    7.836               0             -97;
   178    7.880               0             -97;
   179    7.924               0             -97;
   180    7.969               0             -97;
   181    8.013               0             -97;
   182    8.057               0             -97;
   183    8.102               0             -97;
   184    8.146               0             -97;
   185    8.190               0             -97;
   186    8.234               0             -97;
   187    8.279               0             -97;
   188    8.323               0             -97;
   189    8.367               0             -97;
   190    8.411               0             -97;
   191    8.456               0             -97;
   192    8.500               0             -97;
   193    8.544               0             -97;
   194    8.589               0             -97;
   195    8.633               0             -97;
   196    8.677               0             -97;
   197    8.721               0             -97;
   198    8.766               0             -97;
   199    8.810               0             -97;
   200    8.854               0             -97;
   201    8.898               0             -97;
   202    8.943               0             -97;
   203    8.987               0             -97;
   204    9.031               0             -97;
   205    9.076               0             -97;
   206    9.120               0             -97;
   207    9.164               0             -97;
   208    9.208               0             -97;
   209    9.253               0             -97;
   210    9.297               0             -97;
   211    9.341               0             -97;
   212    9.385               0             -97;
   213    9.430               0             -97;
   214    9.474               0             -97;
   215    9.518               0             -97;
   216    9.563               0             -97;
   217    9.607               0             -97;
   218    9.651               0             -97;
   219    9.695               0             -97;
   220    9.740               0             -97;
   221    9.784               0             -97;
   222    9.828               0             -97;
   223    9.872               0             -97;
   224    9.917               0             -97;
   225    9.961               0             -97;
   226   10.005               0             -97;
   227   10.049               0             -97;
   228   10.094               0             -97;
   229   10.138               0             -97;
   230   10.182               0             -97;
   231   10.227               0             -97;
   232   10.271               0             -97;
   233   10.315               0             -97;
   234   10.359               0             -97;
   235   10.404               0             -97;
   236   10.448               0             -97;
   237   10.492               0             -97;
   238   10.536               0             -97;
   239   10.581               0             -97;
   240   10.625               0             -97;
   241   10.669               0             -97;
   242   10.714               0             -97;
   243   10.758               0             -97;
   244   10.802               0             -97;
   245   10.846               0             -97;
   246   10.891               0             -97;
   247   10.935               0             -97]
