 Sample   Time     Commanded Pos   Encoder 1 Pos 
   219    9.695               0            3632;
   220    9.740               0            3596;
   221    9.784               0            3579;
   222    9.828               0            3559;
   223    9.872               0            3548;
   224    9.917               0            3536;
   225    9.961               0            3535;
   226   10.005               0            3531;
   227   10.049               0            3534;
   228   10.094               0            3532;
   229   10.138               0            3532;
   230   10.182               0            3532;
   231   10.227               0            3532;
   232   10.271               0            3533;
   233   10.315               0            3531;
   234   10.359               0            3534;
   235   10.404               0            3531;
   236   10.448               0            3534;
   237   10.492               0            3530;
   238   10.536               0            3453;
   239   10.581               0            1674;
   240   10.625               0            -835;
   241   10.669               0           -2123;
   242   10.714               0           -2597;
   243   10.758               0           -2758;
   244   10.802               0           -2774;
   245   10.846               0           -2764;
   246   10.891               0           -2737;
   247   10.935               0           -2731]
