 Sample   Time     Commanded Pos   Encoder 1 Pos 
   144    6.375               0            -779;
   145    6.419               0           -2234;
   146    6.464               0           -3123;
   147    6.508               0           -3101;
   148    6.552               0           -3102;
   149    6.596               0           -3089;
   150    6.641               0           -3079;
   151    6.685               0           -3076;
   152    6.729               0           -3067;
   153    6.773               0           -3059;
   154    6.818               0           -3052;
   155    6.862               0           -3052;
   156    6.906               0           -3041;
   157    6.951               0           -2701;
   158    6.995               0           -1028;
   159    7.039               0             818;
   160    7.083               0             911;
   161    7.128               0             900;
   162    7.172               0             895;
   163    7.216               0             892;
   164    7.260               0             892;
   165    7.305               0             886;
   166    7.349               0             880;
   167    7.393               0             882;
   168    7.438               0             873;
   169    7.482               0             873;
   170    7.526               0             867;
   171    7.570               0             868;
   172    7.615               0             958;
   173    7.659               0            2075;
   174    7.703               0            3180;
   175    7.747               0            3206;
   176    7.792               0            3205;
   177    7.836               0            3195;
   178    7.880               0            3195;
   179    7.924               0            3193;
   180    7.969               0            3190;
   181    8.013               0            3184;
   182    8.057               0            3185;
   183    8.102               0            3181;
   184    8.146               0            3179;
   185    8.190               0            3146;
   186    8.234               0            2505;
   187    8.279               0            1800;
   188    8.323               0            1462;
   189    8.367               0            1472;
   190    8.411               0            1470;
   191    8.456               0            1470;
   192    8.500               0            1471;
   193    8.544               0            1471;
   194    8.589               0            1471;
   195    8.633               0            1469;
   196    8.677               0            1093;
   197    8.721               0            -390;
   198    8.766               0           -2329;
   199    8.810               0           -2551;
   200    8.854               0           -2534;
   201    8.898               0           -2534;
   202    8.943               0           -2523;
   203    8.987               0           -2524;
   204    9.031               0           -2518;
   205    9.076               0           -2515;
   206    9.120               0           -2515;
   207    9.164               0           -2507;
   208    9.208               0           -2509;
   209    9.253               0           -2501;
   210    9.297               0           -2505;
   211    9.341               0           -2497;
   212    9.385               0           -3092;
   213    9.430               0           -3672;
   214    9.474               0           -3731;
   215    9.518               0           -3715;
   216    9.563               0           -3708;
   217    9.607               0           -3699;
   218    9.651               0           -3695;
   219    9.695               0           -3684;
   220    9.740               0           -3682;
   221    9.784               0           -3674;
   222    9.828               0           -3674;
   223    9.872               0           -3667;
   224    9.917               0           -3664;
   225    9.961               0           -3660;
   226   10.005               0           -3659;
   227   10.049               0           -3656;
   228   10.094               0           -3652;
   229   10.138               0           -3648;
   230   10.182               0           -3644;
   231   10.227               0           -3643;
   232   10.271               0           -3639;
   233   10.315               0           -3636;
   234   10.359               0           -3631;
   235   10.404               0           -3627;
   236   10.448               0           -3620;
   237   10.492               0           -3614;
   238   10.536               0           -3607;
   239   10.581               0           -3601;
   240   10.625               0           -3595;
   241   10.669               0           -3592;
   242   10.714               0           -3589;
   243   10.758               0           -3587;
   244   10.802               0           -3585;
   245   10.846               0           -3583;
   246   10.891               0           -3581;
   247   10.935               0           -3580]
